USPS,GEOID,ANSICODE,NAME,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,ALBERS_X,ALBERS_Y
ID,16073,00399760,Owyhee County,11526,4781,19853582270,81509222,    7665.511,      31.471,-1633494.8147,-7557279
ID,16075,00394896,Payette County,22623,8945,1053780320,8827481,     406.867,       3.408,-1647383.1209,-7392946
ID,16077,00394951,Power County,7817,2944,3636974257,99512615,    1404.244,      38.422,-1368303.6312,-7598276
ID,16079,01702379,Shoshone County,12765,7061,6810799882,14137045,    2629.665,       5.458,-1502602.9448,-7044102
ID,16081,00399297,Teton County,10170,5478,1164084404,2859304,     449.456,       1.104,-1218471.8596,-7502958
ID,16083,00399334,Twin Falls County,77230,31072,4975917336,18417854,    1921.213,       7.111,-1521141.4347,-7608171
ID,16085,00399756,Valley County,9862,11789,9491050481,177273029,    3664.515,      68.446,-1543205.1147,-7327810
ID,16087,00399757,Washington County,10198,4529,3763204795,53213072,    1452.982,      20.546,-1640375.2479,-7343597
IL,17001,00424202,Adams County,67103,29842,2214963578,41793038,     855.202,      16.136,  397932.4967,-8014109
IL,17003,00424203,Alexander County,8238,4006,609965908,44268323,     235.509,      17.092,  575158.1158,-8318742
IL,17005,00424204,Bond County,17768,7089,984918676,6426360,     380.279,       2.481,  554526.8482,-8128575
IL,17007,00424205,Boone County,54165,19970,727059777,3380831,     280.719,       1.305,  578204.5882,-7740912
IL,17009,00424206,Brown County,6937,2462,791518279,4139308,     305.607,       1.598,  435567.2687,-8014847
IL,17011,00424207,Bureau County,34978,15720,2250780454,11583679,     869.031,       4.472,  527741.4083,-7847538
IL,17013,00424208,Calhoun County,5089,2835,657402816,77057174,     253.825,      29.752,  447590.0933,-8103869
IL,17015,00424209,Carroll County,15387,8437,1152045333,55821513,     444.807,      21.553,  490229.6101,-7776137
IL,17017,00424210,Cass County,13642,5836,973365036,20581547,     375.818,       7.947,  478065.6526,-8011623
IL,17019,00424211,Champaign County,201081,87569,2580316235,5509218,     996.266,       2.127,  649072.3156,-7980452
IL,17021,00424212,Christian County,34800,15563,1837278793,16221497,     709.377,       6.263,  562791.7200,-8053783
IL,17023,00424213,Clark County,16335,7772,1298666494,8806915,     501.418,       3.400,  690840.8472,-8067825
IL,17025,00424214,Clay County,13815,6404,1212932408,3304659,     468.316,       1.276,  637200.6390,-8138123
IL,17027,00424215,Clinton County,37762,15311,1227874498,75592326,     474.085,      29.186,  557817.9463,-8159805
IL,17029,00424216,Coles County,53873,23425,1316466333,4624844,     508.291,       1.786,  652765.1201,-8050576
IL,17031,01784766,Cook County,5194675,2180359,2448383588,1785882224,     945.326,     689.533,  678299.3496,-7780519
IL,17033,00424218,Crawford County,19817,8661,1148994475,5670462,     443.629,       2.189,  696931.5536,-8104331
IL,17035,00424219,Cumberland County,11048,4874,896198602,2535805,     346.024,       0.979,  653261.5248,-8077627
IL,17037,00422190,DeKalb County,105160,41079,1635077221,8684327,     631.307,       3.353,  586275.7860,-7787958
IL,17039,00426598,De Witt County,16561,7521,1029554715,19608681,     397.513,       7.571,  589537.9688,-7980306
IL,17041,00424222,Douglas County,19980,8390,1079156495,1448702,     416.665,       0.559,  650299.7852,-8022355
IL,17043,00422191,DuPage County,916924,356179,848218379,23083362,     327.499,       8.913,  642613.9090,-7788294
IL,17045,00424224,Edgar County,18576,8803,1614531997,1610636,     623.374,       0.622,  691286.6728,-8028732
IL,17047,00424225,Edwards County,6721,3187,576054180,788767,     222.416,       0.305,  677577.0440,-8172065
IL,17049,00424226,Effingham County,34242,14570,1240027936,3183199,     478.777,       1.229,  625273.3950,-8105224
IL,17051,00424227,Fayette County,22140,9302,1855679809,22950051,     716.482,       8.861,  589390.7951,-8113154
IL,17053,00424228,Ford County,14081,6282,1257738509,1621586,     485.616,       0.626,  642633.8956,-7929733
IL,17055,00424229,Franklin County,39561,18525,1059017642,58416872,     408.889,      22.555,  605536.1287,-8225598
IL,17057,00424230,Fulton County,37069,16195,2241880276,43974299,     865.595,      16.979,  478004.8187,-7955823
IL,17059,00424231,Gallatin County,5589,2746,836750424,13238548,     323.071,       5.111,  667975.7992,-8245905
IL,17061,00424232,Greene County,13886,6389,1406413796,8425403,     543.019,       3.253,  470091.2721,-8081097
IL,17063,00424233,Grundy County,50063,19996,1082725907,32126847,     418.043,      12.404,  621745.9658,-7852894
IL,17065,00424234,Hamilton County,8457,4104,1125777456,3174991,     434.665,       1.226,  638232.6045,-8212609
IL,17067,00424235,Hancock County,19104,9274,2055740516,53535882,     793.726,      20.670,  397858.0815,-7966961
IL,17069,00424236,Hardin County,4320,2488,459794312,10491249,     177.528,       4.051,  666925.6993,-8274246
IL,17071,00424237,Henderson County,7331,3827,981273730,42340541,     378.872,      16.348,  414694.4885,-7920127
IL,17073,00424238,Henry County,50486,22161,2131522072,6884367,     822.985,       2.658,  478336.5484,-7856463
IL,17075,00424239,Iroquois County,29718,13452,2893835594,4172263,    1117.316,       1.611,  673792.3971,-7909762
IL,17077,00424240,Jackson County,60218,28578,1512763725,47391559,     584.081,      18.298,  567739.9323,-8251452
IL,17079,00424241,Jasper County,9698,4345,1280774187,9348767,     494.510,       3.610,  663353.8359,-8107020
IL,17081,00424242,Jefferson County,38827,16954,1479320495,32673835,     571.169,      12.615,  603164.8197,-8190990
IL,17083,00424243,Jersey County,22985,9848,956408129,20348919,     369.271,       7.857,  474138.2465,-8111813
IL,17085,00424244,Jo Daviess County,22678,13574,1556808594,45690178,     601.087,      17.641,  464876.0867,-7743676
IL,17087,00424245,Johnson County,12582,5598,890735754,12816588,     343.915,       4.949,  613686.9082,-8284787
IL,17089,00424246,Kane County,515269,182047,1346943286,10730649,     520.058,       4.143,  613813.5838,-7780782
IL,17091,00424247,Kankakee County,113449,45246,1752271023,12452094,     676.556,       4.808,  667796.8113,-7866314
IL,17093,00424248,Kendall County,114736,40321,829664827,5140545,     320.335,       1.985,  616697.0935,-7820048
IL,17095,00424249,Knox County,52919,24077,1855453788,8849496,     716.395,       3.417,  474295.9808,-7903773
IL,17097,01784796,Lake County,703462,260310,1149099822,2395243697,     443.670,     924.809,  691125.9024,-7730810
IL,17099,00422247,LaSalle County,113924,49978,2939957539,33700941,    1135.124,      13.012,  581253.9857,-7850270
IL,17101,00424252,Lawrence County,16833,6936,963936870,5077778,     372.178,       1.961,  701978.0290,-8135987
IL,17103,00424253,Lee County,36031,15049,1877472815,10506478,     724.896,       4.057,  543954.4465,-7807553
IL,17105,00424254,Livingston County,38950,15895,2704686611,4252873,    1044.285,       1.642,  612653.9257,-7898366
IL,17107,00424255,Logan County,30305,12107,1600764560,2247126,     618.059,       0.868,  551022.0231,-7988955
IL,17109,01784729,McDonough County,32612,14419,1526558259,2012556,     589.407,       0.777,  438652.0810,-7959202
IL,17111,01784815,McHenry County,308760,116040,1562206475,19791771,     603.171,       7.642,  608455.4025,-7737996
IL,17113,01784833,McLean County,169572,69656,3064933852,7490543,    1183.378,       2.892,  591741.6327,-7944925
IL,17115,00424256,Macon County,110768,50475,1503976676,13406333,     580.689,       5.176,  587160.4570,-8016628
IL,17117,00424257,Macoupin County,47765,21584,2234917323,12287254,     862.906,       4.744,  509949.7532,-8088751
IL,17119,00424258,Madison County,269282,117106,1853347576,64697196,     715.582,      24.980,  515288.3701,-8137777
IL,17121,00424259,Marion County,39437,18296,1482413602,9512893,     572.363,       3.673,  600640.5614,-8152039
IL,17123,00424260,Marshall County,12640,5914,1001778707,30368289,     386.789,      11.725,  545963.7833,-7887887
IL,17125,00424261,Mason County,14666,7077,1396619128,62745254,     539.238,      24.226,  504164.6372,-7979916
IL,17127,01784730,Massac County,15429,7113,614390561,11904547,     237.218,       4.596,  631221.8426,-8311023
IL,17129,00424266,Menard County,12705,5654,814388302,2641608,     314.437,       1.020,  515739.8317,-8003285
IL,17131,01784750,Mercer County,16434,7358,1453506907,19403406,     561.202,       7.492,  428739.0705,-7875628
IL,17133,01784865,Monroe County,32957,13392,997173442,33734465,     385.011,      13.025,  495123.3425,-8200795
IL,17135,01784866,Montgomery County,30104,13080,1822539599,15512968,     703.687,       5.990,  548387.0051,-8090490
IL,17137,00424270,Morgan County,35547,15515,1473161231,9079454,     568.791,       3.506,  483426.3476,-8039677
IL,17139,01784885,Moultrie County,14846,6260,870088946,22102477,     335.943,       8.534,  617399.9429,-8039495
IL,17141,01784894,Ogle County,53497,22561,1964698351,11425054,     758.574,       4.411,  539958.8546,-7774773
IL,17143,01784920,Peoria County,186494,83034,1603744994,29499157,     619.209,      11.390,  512463.0198,-7917677
IL,17145,01784940,Perry County,22350,9426,1144154902,13447403,     441.761,       5.192,  566541.0827,-8217961
IL,17147,00424275,Piatt County,16729,7269,1137528578,672948,     439.202,       0.260,  617012.3165,-7997636
IL,17149,01784941,Pike County,16430,7951,2153268105,45333457,     831.381,      17.503,  425865.3701,-8053238
IL,17151,00424277,Pope County,4470,2491,955110060,14328668,     368.770,       5.532,  643750.9191,-8287420
IL,17153,01784966,Pulaski County,6161,3155,515886434,10474968,     199.185,       4.044,  594309.7740,-8313801
IL,17155,00424279,Putnam County,6006,3074,414813807,31243045,     160.161,      12.063,  548306.3552,-7868865
IL,17157,01784967,Randolph County,33476,13707,1490537612,56215661,     575.500,      21.705,  527590.3778,-8223689
IL,17159,00424281,Richland County,16233,7513,932370871,4937078,     359.990,       1.906,  671611.7559,-8139384
IL,17161,00424282,Rock Island County,147546,65756,1107573369,61257184,     427.636,      23.652,  441102.7683,-7845353
IL,17163,01784987,St. Clair County,270056,116249,1703588508,42149850,     657.759,      16.274,  515381.1737,-8177921
IL,17165,00424283,Saline County,24913,11697,983725654,18029169,     379.819,       6.961,  640611.6382,-8249993
IL,17167,01785010,Sangamon County,197465,89901,2248892510,22577397,     868.302,       8.717,  528801.9441,-8032369
IL,17169,01785037,Schuyler County,7544,3459,1132531106,10511606,     437.273,       4.059,  445888.9179,-7992384
IL,17171,00424286,Scott County,5355,2459,649861251,4812703,     250.913,       1.858,  460633.3264,-8049989
IL,17173,01785051,Shelby County,22363,10396,1964565410,24725624,     758.523,       9.547,  604867.9934,-8068809
IL,17175,00424288,Stark County,5994,2674,746121703,708705,     288.079,       0.274,  507718.7754,-7883050
IL,17177,01785076,Stephenson County,47711,22081,1462107736,1385932,     564.523,       0.535,  509403.9232,-7742295
IL,17179,01785094,Tazewell County,135394,57516,1680835450,23211163,     648.974,       8.962,  535474.5994,-7947397
IL,17181,01785113,Union County,17808,7924,1070854490,22503527,     413.459,       8.689,  581325.3588,-8285512
IL,17183,01785114,Vermilion County,81625,36318,2326763569,7534481,     898.368,       2.909,  688105.2551,-7971822
IL,17185,00424293,Wabash County,11947,5585,578218989,11017614,     223.252,       4.254,  695252.6852,-8167343
IL,17187,01785134,Warren County,17707,7682,1404823508,1674135,     542.405,       0.646,  440992.7451,-7914742
IL,17189,01785150,Washington County,14716,6534,1457055371,3454799,     562.572,       1.334,  560270.0896,-8188143
IL,17191,00424296,Wayne County,16760,7975,1848769796,4331019,     713.814,       1.672,  644407.1399,-8173075
IL,17193,00424297,White County,14665,7181,1281438823,18375223,     494.766,       7.095,  669351.8524,-8209890
IL,17195,01785167,Whiteside County,58498,25770,1772198878,31796457,     684.250,      12.277,  493679.7610,-7810542
IL,17197,01785190,Will County,677560,237501,2167580722,31904495,     836.908,      12.318,  655198.4761,-7832621
IL,17199,01785215,Williamson County,66357,30359,1088181449,62684233,     420.149,      24.203,  607364.2434,-8254906
IL,17201,01785216,Winnebago County,295266,125965,1329601795,15250394,     513.362,       5.888,  550614.8261,-7740857
IL,17203,01785231,Woodford County,38664,15145,1366993724,38442098,     527.799,      14.843,  558831.6013,-7914136
IN,18001,00450401,Adams County,34387,13014,878079128,2430463,     339.028,       0.938,  914617.2011,-7885898
IN,18003,00450402,Allen County,355329,152184,1702419942,7028819,     657.308,       2.714,  898907.7851,-7848641
IN,18005,00451683,Bartholomew County,76794,33098,1053886348,6778454,     406.908,       2.617,  852933.2653,-8066584
IN,18007,00450403,Benton County,8854,3937,1052616479,236035,     406.418,       0.091,  718325.7646,-7921677
IN,18009,00450404,Blackford County,12766,6051,427554649,1303587,     165.080,       0.503,  885854.3411,-7919999
IN,18011,00450405,Boone County,56640,22754,1095338966,878039,     422.913,       0.339,  795048.5265,-7977185
IN,18013,00451684,Brown County,15242,8285,808026819,12043068,     311.981,       4.650,  824102.6048,-8071077
IN,18015,00450406,Carroll County,20155,9472,964055949,7237884,     372.224,       2.795,  781098.0421,-7918357
IN,18017,00450339,Cass County,38966,16474,1067475860,6974441,     412.155,       2.693,  796689.2760,-7897774
IN,18019,00450340,Clark County,110232,47776,965691140,9312549,     372.855,       3.596,  877566.0935,-8146337
IN,18021,00450341,Clay County,26890,11703,926029234,7198947,     357.542,       2.780,  747554.0107,-8055825
IN,18023,00450342,Clinton County,33224,13321,1049126443,461117,     405.070,       0.178,  791495.2054,-7948781
IN,18025,00451674,Crawford County,10713,5520,791610951,7965600,     305.643,       3.076,  817079.0207,-8173704
IN,18027,00450343,Daviess County,31648,12471,1112366267,19132567,     429.487,       7.387,  758117.0935,-8133519
IN,18029,00450344,Dearborn County,50047,20171,790033471,6168701,     305.034,       2.382,  932060.1800,-8063967
IN,18031,00450345,Decatur County,25740,11209,964946111,1955486,     372.568,       0.755,  885490.3640,-8051767
IN,18033,00450346,DeKalb County,42223,17558,939710824,2657410,     362.824,       1.026,  900885.4683,-7813513
IN,18035,00450347,Delaware County,117671,52357,1015596276,9803976,     392.124,       3.785,  882633.6588,-7948071
IN,18037,00451675,Dubois County,41889,17384,1106622334,20886790,     427.269,       8.064,  778980.1645,-8167958
IN,18039,00450348,Elkhart County,197559,77767,1199605640,12432308,     463.170,       4.800,  827477.6155,-7799146
IN,18041,00450349,Fayette County,24277,10898,556883990,384034,     215.014,       0.148,  907936.5915,-8011574
IN,18043,00450350,Floyd County,74578,31968,383149241,2649232,     147.935,       1.023,  862257.9351,-8165843
IN,18045,00450351,Fountain County,17240,7865,1024743543,5759793,     395.656,       2.224,  730029.1063,-7975467
IN,18047,00450352,Franklin County,23087,9538,995668709,17145544,     384.430,       6.620,  920825.8403,-8036076
IN,18049,00450353,Fulton County,20836,9708,954121481,7451397,     368.388,       2.877,  800811.8762,-7863930
IN,18051,00450354,Gibson County,33503,14645,1262582226,30247794,     487.486,      11.679,  718734.3707,-8179784
IN,18053,00450355,Grant County,70061,30443,1072446955,2133494,     414.074,       0.824,  857728.2401,-7918233
IN,18055,00451676,Greene County,33165,15211,1405055007,8864679,     542.495,       3.423,  760554.3282,-8093548
IN,18057,00450356,Hamilton County,274569,106772,1021147705,21158963,     394.267,       8.170,  832688.8547,-7973460
IN,18059,00450357,Hancock County,70002,28125,792577692,2613781,     306.016,       1.009,  856179.7541,-7996621
IN,18061,00451677,Harrison County,39364,16534,1254889451,5193188,     484.516,       2.005,  847263.1468,-8182257
IN,18063,00450358,Hendricks County,145448,55454,1053895149,4833743,     406.911,       1.866,  794710.7577,-8009037
IN,18065,00450359,Henry County,49462,21288,1014954691,7655239,     391.876,       2.956,  886446.5961,-7981244
IN,18067,00450360,Howard County,82752,38679,759012945,2240090,     293.057,       0.865,  819835.8848,-7925880
IN,18069,00450361,Huntington County,37124,15805,991061319,13134781,     382.651,       5.071,  868602.4718,-7881999
IN,18071,00451678,Jackson County,42376,18202,1319112546,11917286,     509.312,       4.601,  844086.1308,-8100687
IN,18073,00450494,Jasper County,33478,13168,1449421191,4560879,     559.625,       1.761,  730474.8155,-7874456
IN,18075,00450362,Jay County,21253,9221,994310208,458542,     383.905,       0.177,  913028.3343,-7921170
IN,18077,00450363,Jefferson County,32428,14311,934029272,5848057,     360.631,       2.258,  896998.6937,-8109498
IN,18079,00450364,Jennings County,28525,12069,975346383,4563811,     376.583,       1.762,  878376.6537,-8087524
IN,18081,00450365,Johnson County,139654,56649,829903198,3528917,     320.427,       1.363,  832887.7657,-8035936
IN,18083,00450366,Knox County,38440,17038,1336514262,20755159,     516.031,       8.014,  728817.8321,-8137041
IN,18085,00450367,Kosciusko County,77358,37038,1376269814,59601470,     531.381,      23.012,  831890.5298,-7838843
IN,18087,00450368,LaGrange County,37128,14094,983222388,18332797,     379.624,       7.078,  862869.2086,-7790601
IN,18089,00450495,Lake County,496005,208750,1292303671,330480308,     498.961,     127.599,  704732.0003,-7825646
IN,18091,00450507,LaPorte County,111467,48448,1549587772,38747148,     598.299,      14.960,  755728.1375,-7812243
IN,18093,00451703,Lawrence County,46134,21074,1163339936,7150614,     449.168,       2.761,  806924.8326,-8112613
IN,18095,00450370,Madison County,131636,59068,1170454727,2562276,     451.915,       0.989,  856299.3010,-7957830
IN,18097,00450371,Marion County,903393,417862,1026408097,17377675,     396.298,       6.710,  826097.9098,-8004255
IN,18099,00450372,Marshall County,47051,19845,1148992521,15836354,     443.629,       6.114,  797360.9909,-7833338
